,ACCESS_ID,HAULJOIN,CRUISE,VESSEL,HAUL,GIS_STATION,SPECIES_CODE,SEX,LENGTH,WIDTH,SHELL_CONDITION,EGG_COLOR,EGG_CONDITION,CLUTCH_SIZE,WEIGHT,CHELA_HEIGHT,COMMENTS,YEAR,log10.width,log10.weight,log.width,log.weight,Cooks_D,SC,Maturity
10425,NA,-10188,201301,89,145,H-23,68580,1,NA,98.8,2,NA,NA,NA,362,20.5,,2013,1.994756945,2.558708571,4.593097605,5.891644212,9.77E-05,NS,Mature
10427,NA,-10241,201301,162,182,Q-29,68580,1,NA,98.8,2,NA,NA,NA,386,25,,2013,1.994756945,2.586587305,4.593097605,5.955837369,6.46E-07,NS,Mature
10428,NA,-19291,201901,162,99,L-18,68580,1,NA,98.8,2,NA,NA,NA,372,21.8,,2019,1.994756945,2.57054294,4.593097605,5.918893854,3.64E-05,NS,Mature
10430,NA,-8600,201201,162,128,G-19,68580,1,NA,98.9,2,NA,NA,NA,468,NA,,2012,1.995196292,2.670245853,4.594109239,6.148468296,0.000678408,NS,#VALUE!
10435,NA,-10166,201301,89,140,M-23,68580,1,NA,99,2,NA,NA,NA,454,25.8,,2013,1.995635195,2.657055853,4.59511985,6.118097198,0.000455163,NS,Mature
10436,NA,-10169,201301,89,143,J-23,68580,1,NA,99,2,NA,NA,NA,398,25,,2013,1.995635195,2.599883072,4.59511985,5.986452005,7.06E-06,NS,Mature
10438,NA,-17727,201801,162,82,J-01,68580,1,NA,99,2,NA,NA,NA,354,23.7,,2018,1.995635195,2.549003262,4.59511985,5.869296913,0.000195034,NS,Mature
10439,NA,-19222,201901,94,144,F-24,68580,1,NA,99,2,NA,NA,NA,430,23.1,,2019,1.995635195,2.633468456,4.59511985,6.063785209,0.000185742,NS,Mature
10440,NA,-16791,201701,94,138,I-24,68580,1,NA,99,2,NA,NA,NA,410,24.3,,2017,1.995635195,2.612783857,4.59511985,6.01615716,4.72E-05,NS,Mature
10441,NA,-17036,201701,94,202,Q-29,68580,1,NA,99,2,NA,NA,NA,410,25.6,,2017,1.995635195,2.612783857,4.59511985,6.01615716,4.72E-05,NS,Mature
10445,NA,-10267,201301,89,184,R-30,68580,1,NA,99.1,2,NA,NA,NA,340,23.7,,2013,1.996073654,2.531478917,4.596129441,5.828945618,0.000406397,NS,Mature
10446,NA,-17975,201801,94,163,H-25,68580,1,NA,99.1,2,NA,NA,NA,468,25.7,,2018,1.996073654,2.670245853,4.596129441,6.148468296,0.000637067,NS,Mature
10447,5304,-5387,200901,88,125,JI2221,68580,1,NA,99.2,2,NA,NA,NA,410,25.6,,2009,1.996511672,2.612783857,4.597138014,6.01615716,3.61E-05,NS,Mature
10449,1643,-8162,201101,162,161,N-26,68580,1,NA,99.2,2,NA,NA,NA,400,25.5,,2011,1.996511672,2.602059991,4.597138014,5.991464547,6.23E-06,NS,Mature
10454,NA,-14705,201501,94,153,P-26,68580,1,NA,99.2,2,NA,NA,NA,422,23.8,,2015,1.996511672,2.625312451,4.597138014,6.045005314,0.000102297,NS,Mature
10455,NA,-19225,201901,94,147,H-25,68580,1,NA,99.2,2,NA,NA,NA,442,24.7,,2019,1.996511672,2.645422269,4.597138014,6.091309882,0.000278986,NS,Mature
10457,NA,-16993,201701,162,144,S-27,68580,1,NA,99.2,2,NA,NA,NA,424,22.3,,2017,1.996511672,2.627365857,4.597138014,6.049733455,0.000116359,NS,Mature
10459,5179,-6711,201001,89,98,G-19,68580,1,NA,99.3,2,NA,NA,NA,388,19.7,,2010,1.996949248,2.588831726,4.598145571,5.96100534,5.21E-06,NS,Immature
10461,NA,-10220,201301,162,161,PO2726,68580,1,NA,99.3,2,NA,NA,NA,414,23.9,,2013,1.996949248,2.617000341,4.598145571,6.025865974,4.85E-05,NS,Mature
10462,NA,-9233,201201,162,217,N-30,68580,1,NA,99.3,2,NA,NA,NA,428,NA,,2012,1.996949248,2.631443769,4.598145571,6.059123196,0.000136883,NS,#VALUE!
10463,NA,-14751,201501,162,205,P-32,68580,1,NA,99.3,2,NA,NA,NA,440,23,,2015,1.996949248,2.643452676,4.598145571,6.086774727,0.000244606,NS,Mature
10464,1741,-8182,201101,162,181,R-29,68580,1,NA,99.4,2,NA,NA,NA,430,26.4,,2011,1.997386384,2.633468456,4.599152114,6.063785209,0.000142583,NS,Mature
10465,1644,-8162,201101,162,161,N-26,68580,1,NA,99.4,2,NA,NA,NA,426,25.4,,2011,1.997386384,2.629409599,4.599152114,6.054439346,0.000112512,NS,Mature
10466,NA,-8976,201201,89,134,I-21,68580,1,NA,99.4,2,NA,NA,NA,408,NA,,2012,1.997386384,2.610660163,4.599152114,6.011267174,1.98E-05,NS,#VALUE!
10468,NA,-14135,201501,94,37,C-05,68580,1,NA,99.4,2,NA,NA,NA,426,24.2,,2015,1.997386384,2.629409599,4.599152114,6.054439346,0.000112512,NS,Mature
10474,1264,-11369,200601,134,117,J-20,68580,1,NA,99.7,2,NA,NA,NA,434,25.6,,2006,1.998695158,2.63748973,4.602165677,6.073044534,0.000143838,NS,Mature
10477,5477,-6730,201001,89,117,F-20,68580,1,NA,99.7,2,NA,NA,NA,482,24,,2010,1.998695158,2.683047038,4.602165677,6.177944114,0.000730436,NS,Mature
10479,NA,-10269,201301,89,186,Q-31,68580,1,NA,99.7,2,NA,NA,NA,380,23.9,,2013,1.998695158,2.579783597,4.602165677,5.940171253,4.97E-05,NS,Mature
10481,NA,-17054,201701,94,199,O-29,68580,1,NA,99.7,2,NA,NA,NA,435,23.8,,2017,1.998695158,2.638489257,4.602165677,6.075346031,0.000151858,NS,Mature
10482,NA,-17037,201701,94,203,Q-30,68580,1,NA,99.7,2,NA,NA,NA,435,23.5,,2017,1.998695158,2.638489257,4.602165677,6.075346031,0.000151858,NS,Mature
10489,NA,-8977,201201,89,135,I-22,68580,1,NA,99.9,2,NA,NA,NA,458,NA,,2012,1.999565488,2.660865478,4.604169686,6.126869184,0.000356416,NS,#VALUE!
10490,NA,-17007,201701,94,188,T-27,68580,1,NA,99.9,2,NA,NA,NA,385,18.7,,2017,1.999565488,2.58546073,4.604169686,5.953243334,3.69E-05,NS,Immature
10492,NA,-16811,201701,94,133,GF2221,68580,1,NA,99.9,2,NA,NA,NA,425,24.2,,2017,1.999565488,2.62838893,4.604169686,6.052089169,6.61E-05,NS,Mature
10496,1718,1011053,200001,88,163,Q-30,68580,1,NA,100,2,NA,NA,NA,453,NA,,2000,2,2.656098202,4.605170186,6.115892125,0.000285067,NS,#VALUE!
10497,2495,-3720,200701,88,200,S-30,68580,1,NA,100,2,NA,NA,NA,334,18.3,,2007,2,2.523746467,4.605170186,5.811140993,0.000727781,NS,Immature
10498,2512,-3726,200701,88,206,Q-29,68580,1,NA,100,2,NA,NA,NA,418,19.5,,2007,2,2.621176282,4.605170186,6.035481433,2.82E-05,NS,Immature
10499,5473,-5678,200901,88,185,R-32,68580,1,NA,100,2,NA,NA,NA,420,22.3,,2009,2,2.62324929,4.605170186,6.040254711,3.60E-05,NS,Mature
10504,NA,-18862,201901,94,34,D-08,68580,1,NA,100,2,NA,NA,NA,442,23.5,,2019,2,2.645422269,4.605170186,6.091309882,0.000178113,NS,Mature
10506,NA,-17042,201701,94,192,O-27,68580,1,NA,100,2,NA,NA,NA,475,22.4,,2017,2,2.67669361,4.605170186,6.163314804,0.000562128,NS,Mature
10508,NA,-19450,201901,94,186,P-29,68580,1,NA,100.1,2,NA,NA,NA,452,26.2,,2019,2.000434077,2.655138435,4.606169686,6.11368218,0.00026073,NS,Mature
10509,NA,-16837,201701,94,107,D-01,68580,1,NA,100.1,2,NA,NA,NA,430,23.8,,2017,2.000434077,2.633468456,4.606169686,6.063785209,8.02E-05,NS,Mature
10511,2893,-3318,200701,89,128,J-21,68580,1,NA,100.2,2,NA,NA,NA,384,20.2,,2007,2.000867722,2.584331224,4.607168189,5.950642553,6.09E-05,NS,Immature
10512,5307,-5387,200901,88,125,JI2221,68580,1,NA,100.2,2,NA,NA,NA,368,18.6,,2009,2.000867722,2.565847819,4.607168189,5.908082938,0.000194529,NS,Immature
10514,NA,-19214,201901,94,136,N-21,68580,1,NA,100.2,2,NA,NA,NA,460,NA,,2019,2.000867722,2.662757832,4.607168189,6.131226489,0.000333423,NS,#VALUE!
10517,726,-7961,201101,89,124,J-21,68580,1,NA,100.3,2,NA,NA,NA,398,21.6,,2011,2.001300933,2.599883072,4.608165695,5.986452005,9.50E-06,NS,Mature
10518,1653,-8164,201101,162,163,O-27,68580,1,NA,100.3,2,NA,NA,NA,426,24.8,,2011,2.001300933,2.629409599,4.608165695,6.054439346,4.55E-05,NS,Mature
10520,NA,-10267,201301,89,184,R-30,68580,1,NA,100.3,2,NA,NA,NA,394,25.2,,2013,2.001300933,2.595496222,4.608165695,5.976350909,2.06E-05,NS,Mature
10521,NA,-14513,201501,94,101,G-19,68580,1,NA,100.3,2,NA,NA,NA,452,25.9,,2015,2.001300933,2.655138435,4.608165695,6.11368218,0.000234313,NS,Mature
10523,NA,-19062,201901,94,80,E-18,68580,1,NA,100.3,2,NA,NA,NA,436,24.1,,2019,2.001300933,2.639486489,4.608165695,6.077642243,0.000101972,NS,Mature
10526,NA,-16995,201701,94,176,O-24,68580,1,NA,100.3,2,NA,NA,NA,422,24.2,,2017,2.001300933,2.625312451,4.608165695,6.045005314,2.90E-05,NS,Mature
10527,1337,-11382,200601,134,130,L-23,68580,1,NA,100.4,2,NA,NA,NA,470,25.1,,2006,2.001733713,2.672097858,4.609162207,6.152732695,0.000421828,NS,Mature
10529,NA,-10277,201301,89,189,P-31,68580,1,NA,100.4,2,NA,NA,NA,456,24.6,,2013,2.001733713,2.658964843,4.609162207,6.12249281,0.000261192,NS,Mature
10532,NA,-19220,201901,94,142,H-24,68580,1,NA,100.4,2,NA,NA,NA,446,25.3,,2019,2.001733713,2.649334859,4.609162207,6.100318952,0.000167752,NS,Mature
10534,2916,-3325,200701,89,135,L-25,68580,1,NA,100.5,2,NA,NA,NA,444,25.5,,2007,2.002166062,2.64738297,4.610157727,6.095824562,0.000141034,NS,Mature
10536,NA,-19468,201901,94,204,U-26,68580,1,NA,100.5,2,NA,NA,NA,378,25.2,,2019,2.002166062,2.5774918,4.610157727,5.934894196,0.000131119,NS,Mature
10537,NA,-19415,201901,94,155,ON2524,68580,1,NA,100.5,2,NA,NA,NA,366,26,,2019,2.002166062,2.563481085,4.610157727,5.902633333,0.000260075,NS,Mature
10538,NA,-16979,201701,94,174,PO2625,68580,1,NA,100.5,2,NA,NA,NA,475,26,,2017,2.002166062,2.67669361,4.610157727,6.163314804,0.000469084,NS,Mature
10539,1438,-11402,200601,134,150,G-25,68580,1,NA,100.6,2,NA,NA,NA,434,22.2,,2006,2.002597981,2.63748973,4.611152258,6.073044534,6.63E-05,NS,Mature
10540,2918,-3325,200701,89,135,L-25,68580,1,NA,100.6,2,NA,NA,NA,432,23.2,,2007,2.002597981,2.635483747,4.611152258,6.068425588,5.58E-05,NS,Mature
10541,1756,-8186,201101,162,185,P-29,68580,1,NA,100.6,2,NA,NA,NA,420,24.3,,2011,2.002597981,2.62324929,4.611152258,6.040254711,1.14E-05,NS,Mature
10542,NA,-19221,201901,94,143,G-24,68580,1,NA,100.6,2,NA,NA,NA,390,22.9,,2019,2.002597981,2.591064607,4.611152258,5.966146739,5.44E-05,NS,Mature
10545,NA,-16783,201701,162,105,O-21,68580,1,NA,100.6,2,NA,NA,NA,340,21.7,,2017,2.002597981,2.531478917,4.611152258,5.828945618,0.000744674,NS,Mature
10547,5438,-5671,200901,88,178,V-27,68580,1,NA,100.7,2,NA,NA,NA,466,25.7,,2009,2.003029471,2.668385917,4.6121458,6.144185634,0.000325867,NS,Mature
10550,5720,-6757,201001,89,144,L-25,68580,1,NA,100.7,2,NA,NA,NA,390,24.7,,2010,2.003029471,2.591064607,4.6121458,5.966146739,6.13E-05,NS,Mature
10551,753,-7965,201101,89,128,K-23,68580,1,NA,100.7,2,NA,NA,NA,400,25.3,,2011,2.003029471,2.602059991,4.6121458,5.991464547,1.72E-05,NS,Mature
10553,NA,-14731,201501,94,177,P-28,68580,1,NA,100.7,2,NA,NA,NA,482,25.8,,2015,2.003029471,2.683047038,4.6121458,6.177944114,0.000527107,NS,Mature
10554,NA,-19217,201901,94,139,K-24,68580,1,NA,100.7,2,NA,NA,NA,482,26.3,,2019,2.003029471,2.683047038,4.6121458,6.177944114,0.000527107,NS,Mature
10555,NA,-19221,201901,94,143,G-24,68580,1,NA,100.7,2,NA,NA,NA,392,24.2,,2019,2.003029471,2.593286067,4.6121458,5.97126184,5.02E-05,NS,Mature
10556,NA,-17038,201701,94,204,R-30,68580,1,NA,100.7,2,NA,NA,NA,435,23.4,,2017,2.003029471,2.638489257,4.6121458,6.075346031,6.47E-05,NS,Mature
10557,NA,-17055,201701,94,200,P-29,68580,1,NA,100.7,2,NA,NA,NA,475,27.5,,2017,2.003029471,2.67669361,4.6121458,6.163314804,0.000433986,NS,Mature
10558,2927,-3326,200701,89,136,K-25,68580,1,NA,100.8,2,NA,NA,NA,448,24.8,,2007,2.003460532,2.651278014,4.613138356,6.104793232,0.000141601,NS,Mature
10559,1763,-8187,201101,162,186,P-30,68580,1,NA,100.8,2,NA,NA,NA,432,24,,2011,2.003460532,2.635483747,4.613138356,6.068425588,4.36E-05,NS,Mature
10560,NA,-10261,201301,89,178,T-30,68580,1,NA,100.8,2,NA,NA,NA,460,26,,2013,2.003460532,2.662757832,4.613138356,6.131226489,0.000247977,NS,Mature
10561,NA,-18782,201901,162,30,B-06,68580,1,NA,100.8,2,NA,NA,NA,442,25.1,,2019,2.003460532,2.645422269,4.613138356,6.091309882,9.87E-05,NS,Mature
10562,NA,-19226,201901,94,148,I-25,68580,1,NA,100.8,2,NA,NA,NA,450,25,,2019,2.003460532,2.653212514,4.613138356,6.109247583,0.000157453,NS,Mature
10563,NA,-16994,201701,94,175,PO2524,68580,1,NA,100.8,2,NA,NA,NA,480,26.3,,2017,2.003460532,2.681241237,4.613138356,6.173786104,0.000481466,NS,Mature
10566,NA,-16786,201701,162,108,M-20,68580,1,NA,100.9,2,NA,NA,NA,416,26.4,,2017,2.003891166,2.619093331,4.614129927,6.03068526,4.49E-07,NS,Mature
10567,NA,-17008,201701,162,145,R-28,68580,1,NA,100.9,2,NA,NA,NA,390,18.3,,2017,2.003891166,2.591064607,4.614129927,5.966146739,7.63E-05,NS,Immature
10568,NA,-16979,201701,94,174,PO2625,68580,1,NA,100.9,2,NA,NA,NA,440,26,,2017,2.003891166,2.643452676,4.614129927,6.086774727,7.83E-05,NS,Mature
10569,1715,1011053,200001,88,163,Q-30,68580,1,NA,101,2,NA,NA,NA,434,NA,,2000,2.004321374,2.63748973,4.615120517,6.073044534,4.11E-05,NS,#VALUE!
10570,1721,1011053,200001,88,163,Q-30,68580,1,NA,101,2,NA,NA,NA,466,NA,,2000,2.004321374,2.668385917,4.615120517,6.144185634,0.000282071,NS,#VALUE!
10572,5730,-6759,201001,89,146,J-25,68580,1,NA,101,2,NA,NA,NA,442,23,,2010,2.004321374,2.645422269,4.615120517,6.091309882,8.24E-05,NS,Mature
10580,NA,-16935,201701,94,152,L-21,68580,1,NA,101,2,NA,NA,NA,395,25.1,,2017,2.004321374,2.596597096,4.615120517,5.978885765,5.38E-05,NS,Mature
10581,NA,2347,197502,14,61,D-05,68580,1,87,101,2,NA,NA,NA,413,NA,,1975,2.004321374,2.615950052,4.615120517,6.023447593,6.88E-07,NS,#VALUE!
10584,NA,-14038,201501,162,50,E-06,68580,1,NA,101.1,2,NA,NA,NA,438,23.1,,2015,2.004751156,2.641474111,4.616110126,6.08221891,5.35E-05,NS,Mature
10586,NA,-14565,201501,94,132,M-23,68580,1,NA,101.1,2,NA,NA,NA,444,26.8,,2015,2.004751156,2.64738297,4.616110126,6.095824562,8.66E-05,NS,Mature
10592,2924,-3326,200701,89,136,K-25,68580,1,NA,101.2,2,NA,NA,NA,466,25.3,,2007,2.005180513,2.668385917,4.617098757,6.144185634,0.000254501,NS,Mature
10594,1764,-8187,201101,162,186,P-30,68580,1,NA,101.2,2,NA,NA,NA,434,23.2,,2011,2.005180513,2.63748973,4.617098757,6.073044534,3.07E-05,NS,Mature
10595,NA,-10220,201301,162,161,PO2726,68580,1,NA,101.2,2,NA,NA,NA,431,24.6,,2013,2.005180513,2.63447727,4.617098757,6.06610809,2.05E-05,NS,Mature
10597,NA,-19437,201901,162,159,PO2625,68580,1,NA,101.2,2,NA,NA,NA,386,23.7,,2019,2.005180513,2.586587305,4.617098757,5.955837369,0.000134962,NS,Mature
10601,2968,-3751,200701,89,149,J-25,68580,1,NA,101.3,2,NA,NA,NA,466,24.6,,2007,2.005609445,2.668385917,4.618086411,6.144185634,0.00024121,NS,Mature
10603,NA,-10279,201301,89,191,O-30,68580,1,NA,101.3,2,NA,NA,NA,442,27,,2013,2.005609445,2.645422269,4.618086411,6.091309882,6.05E-05,NS,Mature
10605,NA,-19405,201901,94,173,Q-27,68580,1,NA,101.3,2,NA,NA,NA,442,25.9,,2019,2.005609445,2.645422269,4.618086411,6.091309882,6.05E-05,NS,Mature
10606,NA,-19406,201901,94,174,P-27,68580,1,NA,101.3,2,NA,NA,NA,464,26.8,,2019,2.005609445,2.666517981,4.618086411,6.139884552,0.000222024,NS,Mature
10608,NA,-19280,201901,162,120,JI2120,68580,1,NA,101.3,2,NA,NA,NA,452,25.4,,2019,2.005609445,2.655138435,4.618086411,6.11368218,0.000122315,NS,Mature
10609,NA,-19470,201901,94,206,V-25,68580,1,NA,101.3,2,NA,NA,NA,450,27.2,,2019,2.005609445,2.653212514,4.618086411,6.109247583,0.000108359,NS,Mature
10611,1637,-8157,201101,162,156,K-25,68580,1,NA,101.4,2,NA,NA,NA,478,24.6,,2011,2.006037955,2.679427897,4.619073091,6.169610732,0.000354949,NS,Mature
10612,NA,-10168,201301,89,142,K-23,68580,1,NA,101.4,2,NA,NA,NA,382,19.8,,2013,2.006037955,2.582063363,4.619073091,5.945420609,0.000197924,NS,Immature
10613,NA,-19206,201901,94,128,M-20,68580,1,NA,101.4,2,NA,NA,NA,448,NA,,2019,2.006037955,2.651278014,4.619073091,6.104793232,8.70E-05,NS,#VALUE!
10615,2963,-3750,200701,89,148,I-25,68580,1,NA,101.5,2,NA,NA,NA,460,26.2,,2007,2.006466042,2.662757832,4.620058798,6.131226489,0.000163311,NS,Mature
10617,686,-7945,201101,89,108,J-19,68580,1,NA,101.5,2,NA,NA,NA,392,25.9,,2011,2.006466042,2.593286067,4.620058798,5.97126184,0.000115229,NS,Mature
10618,NA,-10169,201301,89,143,J-23,68580,1,NA,101.5,2,NA,NA,NA,426,27.1,,2013,2.006466042,2.629409599,4.620058798,6.054439346,2.23E-06,NS,Mature
10619,NA,-14404,201501,162,138,Q-21,68580,1,NA,101.5,2,NA,NA,NA,432,24,,2015,2.006466042,2.635483747,4.620058798,6.068425588,1.26E-05,NS,Mature
10620,NA,-14516,201501,94,104,F-19,68580,1,NA,101.5,2,NA,NA,NA,424,22.6,,2015,2.006466042,2.627365857,4.620058798,6.049733455,6.41E-07,NS,Mature
10621,5434,-6727,201001,89,114,GF2120,68580,1,NA,101.6,2,NA,NA,NA,480,23.3,,2010,2.006893708,2.681241237,4.621043535,6.173786104,0.000346586,NS,Mature
10622,1642,-8161,201101,162,160,M-25,68580,1,NA,101.6,2,NA,NA,NA,468,25.7,,2011,2.006893708,2.670245853,4.621043535,6.148468296,0.000221714,NS,Mature
10626,NA,-10279,201301,89,191,O-30,68580,1,NA,101.6,2,NA,NA,NA,452,27.8,,2013,2.006893708,2.655138435,4.621043535,6.11368218,9.54E-05,NS,Mature
10627,NA,-10198,201301,89,154,L-25,68580,1,NA,101.6,2,NA,NA,NA,418,27.1,,2013,2.006893708,2.621176282,4.621043535,6.035481433,3.03E-06,NS,Mature
10631,NA,-19407,201901,94,175,O-27,68580,1,NA,101.6,2,NA,NA,NA,494,27.7,,2019,2.006893708,2.693726949,4.621043535,6.202535517,0.000522062,NS,Mature
10633,NA,-17054,201701,94,199,O-29,68580,1,NA,101.6,2,NA,NA,NA,460,24.8,,2017,2.006893708,2.662757832,4.621043535,6.131226489,0.000152575,NS,Mature
10637,NA,-14705,201501,94,153,P-26,68580,1,NA,101.7,2,NA,NA,NA,404,24.4,,2015,2.007320953,2.606381365,4.622027303,6.001414878,5.20E-05,NS,Mature
10638,NA,-19221,201901,94,143,G-24,68580,1,NA,101.7,2,NA,NA,NA,458,26.6,,2019,2.007320953,2.660865478,4.622027303,6.126869184,0.00012728,NS,Mature
10639,3091,-3764,200701,89,162,PO2524,68580,1,NA,101.8,2,NA,NA,NA,446,25.1,,2007,2.007747778,2.649334859,4.623010104,6.100318952,4.81E-05,NS,Mature
10643,NA,-10243,201301,162,184,O-29,68580,1,NA,101.8,2,NA,NA,NA,434,24,,2013,2.007747778,2.63748973,4.623010104,6.073044534,8.45E-06,NS,Mature
10644,2464,-6901,201001,162,212,S-31,68580,1,NA,101.9,2,NA,NA,NA,452,24.4,,2010,2.008174184,2.655138435,4.62399194,6.11368218,7.18E-05,NS,Mature
10648,NA,-10269,201301,89,186,Q-31,68580,1,NA,101.9,2,NA,NA,NA,428,24.8,,2013,2.008174184,2.631443769,4.62399194,6.059123196,1.66E-07,NS,Mature
10650,NA,-14699,201501,94,145,N-25,68580,1,NA,101.9,2,NA,NA,NA,450,27.2,,2015,2.008174184,2.653212514,4.62399194,6.109247583,6.11E-05,NS,Mature
10652,1714,1063294,200101,89,128,K-21,68580,1,NA,102,2,NA,NA,NA,430,NA,,2001,2.008600172,2.633468456,4.624972813,6.063785209,4.26E-07,NS,#VALUE!
10654,1720,1011051,200001,88,161,S-30,68580,1,NA,102,2,NA,NA,NA,462,NA,,2000,2.008600172,2.664641976,4.624972813,6.135564891,0.000127181,NS,#VALUE!
10655,2486,-6902,201001,162,213,S-30,68580,1,NA,102,2,NA,NA,NA,458,23.8,,2010,2.008600172,2.660865478,4.624972813,6.126869184,9.98E-05,NS,Mature
10656,NA,-19419,201901,94,177,M-27,68580,1,NA,102,2,NA,NA,NA,482,25.5,,2019,2.008600172,2.683047038,4.624972813,6.177944114,0.000308013,NS,Mature
10659,2485,-6902,201001,162,213,S-30,68580,1,NA,102.1,2,NA,NA,NA,450,24.3,,2010,2.009025742,2.653212514,4.625952725,6.109247583,4.83E-05,NS,Mature
10662,NA,-19437,201901,162,159,PO2625,68580,1,NA,102.1,2,NA,NA,NA,408,23.4,,2019,2.009025742,2.610660163,4.625952725,6.011267174,5.74E-05,NS,Mature
10664,NA,-19301,201901,94,153,N-25,68580,1,NA,102.1,2,NA,NA,NA,488,24.8,,2019,2.009025742,2.688419822,4.625952725,6.190315406,0.000359571,NS,Mature
10666,NA,-19471,201901,162,181,U-29,68580,1,NA,102.1,2,NA,NA,NA,486,23.5,,2019,2.009025742,2.686636269,4.625952725,6.186208624,0.000336856,NS,Mature
10667,NA,-19461,201901,94,197,R-27,68580,1,NA,102.1,2,NA,NA,NA,456,26.8,,2019,2.009025742,2.658964843,4.625952725,6.12249281,7.94E-05,NS,Mature
10668,NA,-17040,201701,94,190,Q-27,68580,1,NA,102.1,2,NA,NA,NA,440,26.6,,2017,2.009025742,2.643452676,4.625952725,6.086774727,1.31E-05,NS,Mature
10669,NA,-17052,201701,94,209,U-28,68580,1,NA,102.1,2,NA,NA,NA,455,24.3,,2017,2.009025742,2.658011397,4.625952725,6.120297419,7.37E-05,NS,Mature
10670,NA,-16929,201701,94,146,K-24,68580,1,NA,102.1,2,NA,NA,NA,415,25,,2017,2.009025742,2.618048097,4.625952725,6.02827852,2.56E-05,NS,Mature
10671,2845,-3303,200701,89,113,IH1918,68580,1,NA,102.2,2,NA,NA,NA,460,26.5,,2007,2.009450896,2.662757832,4.626931678,6.131226489,9.55E-05,NS,Mature
10672,3133,-3767,200701,89,165,PO2423,68580,1,NA,102.2,2,NA,NA,NA,492,25.9,,2007,2.009450896,2.691965103,4.626931678,6.198478716,0.000390225,NS,Mature
10673,2434,-6899,201001,162,210,R-32,68580,1,NA,102.2,2,NA,NA,NA,502,25.7,,2010,2.009450896,2.700703717,4.626931678,6.21860012,0.000517137,NS,Mature
10677,NA,-10266,201301,89,183,R-31,68580,1,NA,102.2,2,NA,NA,NA,450,23.5,,2013,2.009450896,2.653212514,4.626931678,6.109247583,4.24E-05,NS,Mature
10678,NA,-10266,201301,89,183,R-31,68580,1,NA,102.2,2,NA,NA,NA,458,25.2,,2013,2.009450896,2.660865478,4.626931678,6.126869184,8.33E-05,NS,Mature
10679,834,-7980,201101,89,143,PO2726,68580,1,NA,102.2,2,NA,NA,NA,406,28,,2011,2.009450896,2.608526034,4.626931678,6.00635316,7.68E-05,NS,Mature
10680,623,-11676,200601,88,188,O-27,68580,1,NA,102.3,2,NA,NA,NA,498,27.5,,2006,2.009875634,2.697229343,4.627909673,6.210600077,0.00044676,NS,Mature
10681,2513,-3726,200701,88,206,Q-29,68580,1,NA,102.3,2,NA,NA,NA,522,26,,2007,2.009875634,2.717670503,4.627909673,6.257667588,0.00079143,NS,Mature
10686,NA,-10264,201301,89,181,S-31,68580,1,NA,102.3,2,NA,NA,NA,428,27,,2013,2.009875634,2.631443769,4.627909673,6.059123196,1.90E-06,NS,Mature
10692,1334,-11382,200601,134,130,L-23,68580,1,NA,102.4,2,NA,NA,NA,402,18.1,,2006,2.010299957,2.604226053,4.628886713,5.996452089,0.000124397,NS,Immature
10695,5719,-6757,201001,89,144,L-25,68580,1,NA,102.4,2,NA,NA,NA,446,23.9,,2010,2.010299957,2.649334859,4.628886713,6.100318952,1.85E-05,NS,Mature
10698,NA,-19240,201901,162,134,J-23,68580,1,NA,102.4,2,NA,NA,NA,460,25.4,,2019,2.010299957,2.662757832,4.628886713,6.131226489,7.93E-05,NS,Mature
10700,2954,-3329,200701,89,139,H-24,68580,1,NA,102.5,2,NA,NA,NA,468,24.7,,2007,2.010723865,2.670245853,4.629862799,6.148468296,0.000121907,NS,Mature
10702,NA,-10268,201301,89,185,Q-30,68580,1,NA,102.5,2,NA,NA,NA,420,24.7,,2013,2.010723865,2.62324929,4.629862799,6.040254711,2.59E-05,NS,Mature
10704,NA,-10199,201301,89,155,M-25,68580,1,NA,102.5,2,NA,NA,NA,440,27.9,,2013,2.010723865,2.643452676,4.629862799,6.086774727,3.41E-06,NS,Mature
10706,NA,-17727,201801,162,82,J-01,68580,1,NA,102.5,2,NA,NA,NA,406,25.2,,2018,2.010723865,2.608526034,4.629862799,6.00635316,0.000102812,NS,Mature
10707,NA,-16806,201701,94,128,GF2120,68580,1,NA,102.5,2,NA,NA,NA,460,28,,2017,2.010723865,2.662757832,4.629862799,6.131226489,7.18E-05,NS,Mature
10708,NA,-17031,201701,162,168,T-29,68580,1,NA,102.5,2,NA,NA,NA,492,26.4,,2017,2.010723865,2.691965103,4.629862799,6.198478716,0.000342053,NS,Mature
10712,5726,-6758,201001,89,145,K-25,68580,1,NA,102.7,2,NA,NA,NA,478,25.2,,2010,2.011570444,2.679427897,4.631812117,6.169610732,0.000177871,NS,Mature
10713,5435,-6727,201001,89,114,GF2120,68580,1,NA,102.7,2,NA,NA,NA,512,26.3,,2010,2.011570444,2.709269961,4.631812117,6.238324625,0.000557244,NS,Mature
10714,836,-7980,201101,89,143,PO2726,68580,1,NA,102.7,2,NA,NA,NA,440,27.3,,2011,2.011570444,2.643452676,4.631812117,6.086774727,9.16E-07,NS,Mature
10715,843,-7981,201101,89,144,O-26,68580,1,NA,102.7,2,NA,NA,NA,448,28.2,,2011,2.011570444,2.651278014,4.631812117,6.104793232,1.33E-05,NS,Mature
