,ACCESS_ID,HAULJOIN,CRUISE,VESSEL,HAUL,GIS_STATION,SPECIES_CODE,SEX,LENGTH,WIDTH,SHELL_CONDITION,EGG_COLOR,EGG_CONDITION,CLUTCH_SIZE,WEIGHT,CHELA_HEIGHT,COMMENTS,YEAR,log10.width,log10.weight,log.width,log.weight,Cooks_D,SC,Maturity
3320,692,-7953,201101,89,116,Q-21,68580,1,NA,50.9,2,NA,NA,NA,51,8.3,,2011,1.706717782,1.707570176,3.929862924,3.931825633,5.87E-07,NS,Immature
3331,1723,-8179,201101,162,178,S-27,68580,1,NA,50.9,2,NA,NA,NA,52,8.8,,2011,1.706717782,1.716003344,3.929862924,3.951243719,9.57E-06,NS,Immature
3334,NA,-19427,201901,94,185,O-29,68580,1,NA,50.9,2,NA,NA,NA,52,7.9,,2019,1.706717782,1.716003344,3.929862924,3.951243719,9.57E-06,NS,Immature
3335,NA,-19467,201901,94,203,U-25,68580,1,NA,50.9,2,NA,NA,NA,48,8.8,,2019,1.706717782,1.681241237,3.929862924,3.871201011,4.23E-05,NS,Immature
3337,NA,-17001,201701,94,182,Q-22,68580,1,NA,50.9,2,NA,NA,NA,50,8.2,,2017,1.706717782,1.698970004,3.929862924,3.912023005,2.59E-06,NS,Immature
3338,772,1063362,200101,89,99,Q-19,68580,1,NA,51,2,NA,NA,NA,48,NA,,2001,1.707570176,1.681241237,3.931825633,3.871201011,5.19E-05,NS,#VALUE!
3339,774,1063368,200101,89,105,K-19,68580,1,NA,51,2,NA,NA,NA,50,NA,,2001,1.707570176,1.698970004,3.931825633,3.912023005,5.40E-06,NS,#VALUE!
3340,775,1063305,200101,89,133,P-21,68580,1,NA,51,2,NA,NA,NA,50,NA,,2001,1.707570176,1.698970004,3.931825633,3.912023005,5.40E-06,NS,#VALUE!
3341,776,1010832,200001,89,143,T-26,68580,1,NA,51,2,NA,NA,NA,50,NA,,2000,1.707570176,1.698970004,3.931825633,3.912023005,5.40E-06,NS,#VALUE!
3346,3206,-3774,200701,89,172,S-24,68580,1,NA,51,2,NA,NA,NA,51.5,9,,2007,1.707570176,1.711807229,3.931825633,3.941581808,1.46E-06,NS,Immature
3348,3321,-7155,201002,162,2,W-25,68580,1,NA,51,2,NA,NA,NA,50,9.1,EBS Northern Extension,2010,1.707570176,1.698970004,3.931825633,3.912023005,5.40E-06,NS,Immature
3353,1690,-8172,201101,162,171,R-24,68580,1,NA,51,2,NA,NA,NA,48,8.1,,2011,1.707570176,1.681241237,3.931825633,3.871201011,5.19E-05,NS,Immature
3358,821,-7979,201101,89,142,P-26,68580,1,NA,51,2,NA,NA,NA,52,7.9,,2011,1.707570176,1.716003344,3.931825633,3.951243719,5.60E-06,NS,Immature
3359,NA,-14726,201501,94,172,S-27,68580,1,NA,51,2,NA,NA,NA,48,8.4,,2015,1.707570176,1.681241237,3.931825633,3.871201011,5.19E-05,NS,Immature
3360,NA,-9589,201202,162,2,CH30-A01,68580,1,NA,51,2,NA,NA,NA,44,7.4,,2012,1.707570176,1.643452676,3.931825633,3.784189634,0.00031003,NS,Immature
3368,NA,-19403,201901,94,166,R-22,68580,1,NA,51,2,NA,NA,NA,48,8.2,,2019,1.707570176,1.681241237,3.931825633,3.871201011,5.19E-05,NS,Immature
3381,3200,-3774,200701,89,172,S-24,68580,1,NA,51.1,2,NA,NA,NA,47,8.5,,2007,1.7084209,1.672097858,3.933784497,3.850147602,0.000108416,NS,Immature
3401,225,-11582,200601,88,94,S-20,68580,1,NA,51.2,2,NA,NA,NA,46,7,,2006,1.709269961,1.662757832,3.935739532,3.828641396,0.000186463,NS,Immature
3402,248,-11586,200601,88,98,T-22,68580,1,NA,51.2,2,NA,NA,NA,46,7.1,,2006,1.709269961,1.662757832,3.935739532,3.828641396,0.000186463,NS,Immature
3404,2176,-6889,201001,162,200,Q-26,68580,1,NA,51.2,2,NA,NA,NA,50,8.8,,2010,1.709269961,1.698970004,3.935739532,3.912023005,1.40E-05,NS,Immature
3406,3425,-7162,201002,162,9,ZZ-23,68580,1,NA,51.2,2,NA,NA,NA,48,7.1,EBS Northern Extension,2010,1.709269961,1.681241237,3.935739532,3.871201011,7.39E-05,NS,Immature
3407,3444,-7164,201002,162,11,X-23,68580,1,NA,51.2,2,NA,NA,NA,54,9.6,EBS Northern Extension,2010,1.709269961,1.73239376,3.935739532,3.988984047,2.93E-05,NS,Mature
3413,NA,-9015,201201,89,173,J-25,68580,1,NA,51.2,2,NA,NA,NA,54,NA,,2012,1.709269961,1.73239376,3.935739532,3.988984047,2.93E-05,NS,#VALUE!
3415,NA,-10255,201301,89,172,V-27,68580,1,NA,51.2,2,NA,NA,NA,52,7.9,,2013,1.709269961,1.716003344,3.935739532,3.951243719,8.53E-07,NS,Immature
3426,NA,-19412,201901,94,171,S-24,68580,1,NA,51.2,2,NA,NA,NA,56,11,,2019,1.709269961,1.748188027,3.935739532,4.025351691,9.48E-05,NS,Mature
3428,NA,-17000,201701,94,181,Q-21,68580,1,NA,51.2,2,NA,NA,NA,55,8.6,,2017,1.709269961,1.740362689,3.935739532,4.007333185,5.77E-05,NS,Immature
3436,3125,-6924,201001,162,235,S-27,68580,1,NA,51.3,2,NA,NA,NA,52,9,,2010,1.710117365,1.716003344,3.937690752,3.951243719,4.45E-08,NS,Immature
3437,2601,-6907,201001,162,218,S-28,68580,1,NA,51.3,2,NA,NA,NA,52,9.4,,2010,1.710117365,1.716003344,3.937690752,3.951243719,4.45E-08,NS,Immature
3438,2736,-6913,201001,162,224,Q-27,68580,1,NA,51.3,2,NA,NA,NA,52,9.2,,2010,1.710117365,1.716003344,3.937690752,3.951243719,4.45E-08,NS,Immature
3439,3478,-7166,201002,162,13,W-24,68580,1,NA,51.3,2,NA,NA,NA,50,8.5,EBS Northern Extension,2010,1.710117365,1.698970004,3.937690752,3.912023005,1.97E-05,NS,Immature
3447,NA,-10225,201301,162,166,T-26,68580,1,NA,51.3,2,NA,NA,NA,52,8.6,,2013,1.710117365,1.716003344,3.937690752,3.951243719,4.45E-08,NS,Immature
3451,NA,-9589,201202,162,2,CH30-A01,68580,1,NA,51.3,2,NA,NA,NA,52,10.5,,2012,1.710117365,1.716003344,3.937690752,3.951243719,4.45E-08,NS,Mature
3459,NA,-17007,201701,94,188,T-27,68580,1,NA,51.3,2,NA,NA,NA,50,9.1,,2017,1.710117365,1.698970004,3.937690752,3.912023005,1.97E-05,NS,Immature
3461,NA,-16995,201701,94,176,O-24,68580,1,NA,51.3,2,NA,NA,NA,48,8.8,,2017,1.710117365,1.681241237,3.937690752,3.871201011,8.61E-05,NS,Immature
3477,NA,-8619,201201,162,152,S-22,68580,1,NA,51.4,2,NA,NA,NA,48,NA,,2012,1.710963119,1.681241237,3.939638172,3.871201011,9.93E-05,NS,#VALUE!
3485,NA,-14726,201501,94,172,S-27,68580,1,NA,51.4,2,NA,NA,NA,48,8.3,,2015,1.710963119,1.681241237,3.939638172,3.871201011,9.93E-05,NS,Immature
3503,4113,-4412,200801,88,177,U-27,68580,1,NA,51.5,2,NA,NA,NA,48,NA,,2008,1.711807229,1.681241237,3.941581808,3.871201011,0.000113226,NS,#VALUE!
3505,3154,-6925,201001,162,236,R-27,68580,1,NA,51.5,2,NA,NA,NA,48,8.1,,2010,1.711807229,1.681241237,3.941581808,3.871201011,0.000113226,NS,Immature
3507,3423,-7162,201002,162,9,ZZ-23,68580,1,NA,51.5,2,NA,NA,NA,45,7.5,EBS Northern Extension,2010,1.711807229,1.653212514,3.941581808,3.80666249,0.000333191,NS,Immature
3508,706,-7953,201101,89,116,Q-21,68580,1,NA,51.5,2,NA,NA,NA,53,9,,2011,1.711807229,1.72427587,3.941581808,3.970291914,1.10E-06,NS,Immature
3516,NA,-19267,201901,162,91,P-18,68580,1,NA,51.5,2,NA,NA,NA,48,8.9,,2019,1.711807229,1.681241237,3.941581808,3.871201011,0.000113226,NS,Immature
3520,NA,-19303,201901,94,160,O-23,68580,1,NA,51.5,2,NA,NA,NA,48,7.4,,2019,1.711807229,1.681241237,3.941581808,3.871201011,0.000113226,NS,Immature
3533,2598,-6907,201001,162,218,S-28,68580,1,NA,51.6,2,NA,NA,NA,52,8.6,,2010,1.712649702,1.716003344,3.943521672,3.951243719,3.60E-06,NS,Immature
3538,NA,-10226,201301,162,167,U-26,68580,1,NA,51.6,2,NA,NA,NA,50,9.1,,2013,1.712649702,1.698970004,3.943521672,3.912023005,4.24E-05,NS,Immature
3544,NA,-10247,201301,89,164,Q-25,68580,1,NA,51.6,2,NA,NA,NA,50,7.9,,2013,1.712649702,1.698970004,3.943521672,3.912023005,4.24E-05,NS,Immature
3545,NA,-9623,201202,162,36,CH30-I04,68580,1,NA,51.6,2,NA,NA,NA,50,8.4,,2012,1.712649702,1.698970004,3.943521672,3.912023005,4.24E-05,NS,Immature
3546,NA,-9613,201202,162,26,CH30-E02,68580,1,NA,51.6,2,NA,NA,NA,54,10.6,,2012,1.712649702,1.73239376,3.943521672,3.988984047,6.47E-06,NS,Mature
3552,NA,-19239,201901,162,133,K-23,68580,1,NA,51.6,2,NA,NA,NA,65,10.5,,2019,1.712649702,1.812913357,3.943521672,4.17438727,0.00059314,NS,Mature
3556,NA,-17002,201701,94,183,R-22,68580,1,NA,51.6,2,NA,NA,NA,65,NA,,2017,1.712649702,1.812913357,3.943521672,4.17438727,0.00059314,NS,#VALUE!
3567,3274,-6932,201001,162,242,U-27,68580,1,NA,51.7,2,NA,NA,NA,52,8.6,,2010,1.713490543,1.716003344,3.945457782,3.951243719,6.70E-06,NS,Immature
3568,3353,-7156,201002,162,3,W-26,68580,1,NA,51.7,2,NA,NA,NA,52,10,EBS Northern Extension,2010,1.713490543,1.716003344,3.945457782,3.951243719,6.70E-06,NS,Mature
3569,3387,-7158,201002,162,5,X-25,68580,1,NA,51.7,2,NA,NA,NA,48,8.3,EBS Northern Extension,2010,1.713490543,1.681241237,3.945457782,3.871201011,0.000143528,NS,Immature
3573,NA,-8993,201201,89,151,S-25,68580,1,NA,51.7,2,NA,NA,NA,50,NA,,2012,1.713490543,1.698970004,3.945457782,3.912023005,5.17E-05,NS,#VALUE!
3578,NA,-17675,201801,94,103,Q-20,68580,1,NA,51.7,2,NA,NA,NA,48,8.6,,2018,1.713490543,1.681241237,3.945457782,3.871201011,0.000143528,NS,Immature
3584,NA,-19402,201901,94,165,Q-22,68580,1,NA,51.7,2,NA,NA,NA,60,10.8,,2019,1.713490543,1.77815125,3.945457782,4.094344562,0.000201669,NS,Mature
3588,1472,-11424,200601,134,172,P-25,68580,1,NA,51.8,2,NA,NA,NA,48,7.8,,2006,1.71432976,1.681241237,3.947390149,3.871201011,0.000159841,NS,Immature
3589,3202,-3774,200701,89,172,S-24,68580,1,NA,51.8,2,NA,NA,NA,51,8.7,,2007,1.71432976,1.707570176,3.947390149,3.931825633,3.08E-05,NS,Immature
3599,3324,-7155,201002,162,2,W-25,68580,1,NA,51.8,2,NA,NA,NA,48,8.3,EBS Northern Extension,2010,1.71432976,1.681241237,3.947390149,3.871201011,0.000159841,NS,Immature
3601,3499,-7167,201002,162,14,V-24,68580,1,NA,51.8,2,NA,NA,NA,54,NA,EBS Northern Extension,2010,1.71432976,1.73239376,3.947390149,3.988984047,1.30E-06,NS,#VALUE!
3602,3519,-7168,201002,162,15,U-24,68580,1,NA,51.8,2,NA,NA,NA,48,8.9,EBS Northern Extension,2010,1.71432976,1.681241237,3.947390149,3.871201011,0.000159841,NS,Immature
3603,701,-7953,201101,89,116,Q-21,68580,1,NA,51.8,2,NA,NA,NA,62,8.5,,2011,1.71432976,1.792391689,3.947390149,4.127134385,0.000299509,NS,Immature
3615,NA,-10233,201301,162,174,R-29,68580,1,NA,51.8,2,NA,NA,NA,54,8.7,,2013,1.71432976,1.73239376,3.947390149,3.988984047,1.30E-06,NS,Immature
3618,NA,-14582,201501,162,176,S-24,68580,1,NA,51.8,2,NA,NA,NA,60,10.4,,2015,1.71432976,1.77815125,3.947390149,4.094344562,0.000181422,NS,Mature
3619,NA,-9646,201202,162,59,CH30-H02,68580,1,NA,51.8,2,NA,NA,NA,48,9.1,,2012,1.71432976,1.681241237,3.947390149,3.871201011,0.000159841,NS,Immature
3622,NA,-14570,201501,162,164,P-25,68580,1,NA,51.8,2,NA,NA,NA,48,8,,2015,1.71432976,1.681241237,3.947390149,3.871201011,0.000159841,NS,Immature
3633,1200,-11357,200601,134,105,O-21,68580,1,NA,51.9,2,NA,NA,NA,52,8.8,,2006,1.715167358,1.716003344,3.94931879,3.951243719,1.57E-05,NS,Immature
3634,1270,-11370,200601,134,118,JI2120,68580,1,NA,51.9,2,NA,NA,NA,60,11,,2006,1.715167358,1.77815125,3.94931879,4.094344562,0.000162379,NS,Mature
3641,3364,-7157,201002,162,4,X-26,68580,1,NA,51.9,2,NA,NA,NA,52,8.2,EBS Northern Extension,2010,1.715167358,1.716003344,3.94931879,3.951243719,1.57E-05,NS,Immature
3651,NA,-14684,201501,162,183,V-27,68580,1,NA,51.9,2,NA,NA,NA,52,8.7,,2015,1.715167358,1.716003344,3.94931879,3.951243719,1.57E-05,NS,Immature
3659,769,1063297,200101,89,94,L-01,68580,1,NA,52,2,NA,NA,NA,46,NA,,2001,1.716003344,1.662757832,3.951243719,3.828641396,0.000357502,NS,#VALUE!
3660,773,1010832,200001,89,143,T-26,68580,1,NA,52,2,NA,NA,NA,48,NA,,2000,1.716003344,1.681241237,3.951243719,3.871201011,0.000194702,NS,#VALUE!
3661,777,1063305,200101,89,133,P-21,68580,1,NA,52,2,NA,NA,NA,52,NA,,2001,1.716003344,1.716003344,3.951243719,3.951243719,2.15E-05,NS,#VALUE!
3683,NA,-8945,201201,89,93,J-02,68580,1,NA,52,2,NA,NA,NA,52,NA,,2012,1.716003344,1.716003344,3.951243719,3.951243719,2.15E-05,NS,#VALUE!
3684,NA,-8965,201201,89,113,O-20,68580,1,NA,52,2,NA,NA,NA,50,8.1,,2012,1.716003344,1.698970004,3.951243719,3.912023005,8.47E-05,NS,Immature
3688,NA,-10226,201301,162,167,U-26,68580,1,NA,52,2,NA,NA,NA,52,8.5,,2013,1.716003344,1.716003344,3.951243719,3.951243719,2.15E-05,NS,Immature
3696,NA,-17003,201701,94,184,S-24,68580,1,NA,52,2,NA,NA,NA,60,9,,2017,1.716003344,1.77815125,3.951243719,4.094344562,0.000144516,NS,Immature
3697,NA,-17052,201701,94,209,U-28,68580,1,NA,52,2,NA,NA,NA,55,7.6,,2017,1.716003344,1.740362689,3.951243719,4.007333185,3.58E-06,NS,Immature
3700,3195,-3773,200701,89,171,S-23,68580,1,NA,52.1,2,NA,NA,NA,53.5,8.8,,2007,1.716837723,1.728353782,3.953164949,3.979681654,4.03E-06,NS,Immature
3703,3098,-6923,201001,162,234,S-26,68580,1,NA,52.1,2,NA,NA,NA,52,8.6,,2010,1.716837723,1.716003344,3.953164949,3.951243719,2.82E-05,NS,Immature
3705,3278,-6932,201001,162,242,U-27,68580,1,NA,52.1,2,NA,NA,NA,52,9.1,,2010,1.716837723,1.716003344,3.953164949,3.951243719,2.82E-05,NS,Immature
3708,NA,-10160,201301,89,134,K-21,68580,1,NA,52.1,2,NA,NA,NA,48,8.5,,2013,1.716837723,1.681241237,3.953164949,3.871201011,0.000213215,NS,Immature
3709,NA,-10142,201301,89,116,JI2120,68580,1,NA,52.1,2,NA,NA,NA,50,8.3,,2013,1.716837723,1.698970004,3.953164949,3.912023005,9.73E-05,NS,Immature
3711,NA,-9226,201201,162,210,U-26,68580,1,NA,52.1,2,NA,NA,NA,50,NA,,2012,1.716837723,1.698970004,3.953164949,3.912023005,9.73E-05,NS,#VALUE!
3715,NA,-9042,201201,162,204,S-26,68580,1,NA,52.1,2,NA,NA,NA,56,NA,,2012,1.716837723,1.748188027,3.953164949,4.025351691,1.09E-05,NS,#VALUE!
3721,NA,-9710,201202,162,84,CH30-N05,68580,1,NA,52.1,2,NA,NA,NA,52,8.9,,2012,1.716837723,1.716003344,3.953164949,3.951243719,2.82E-05,NS,Immature
3723,NA,-19290,201901,162,98,M-18,68580,1,NA,52.1,2,NA,NA,NA,52,8.8,,2019,1.716837723,1.716003344,3.953164949,3.951243719,2.82E-05,NS,Immature
3728,NA,-17049,201701,94,206,S-29,68580,1,NA,52.1,2,NA,NA,NA,55,9.2,,2017,1.716837723,1.740362689,3.953164949,4.007333185,1.45E-06,NS,Immature
3729,NA,-16971,201701,94,166,N-23,68580,1,NA,52.1,2,NA,NA,NA,50,8.4,,2017,1.716837723,1.698970004,3.953164949,3.912023005,9.73E-05,NS,Immature
3734,3096,-6923,201001,162,234,S-26,68580,1,NA,52.2,2,NA,NA,NA,52,9.1,,2010,1.717670503,1.716003344,3.955082495,3.951243719,3.57E-05,NS,Immature
3738,3390,-7158,201002,162,5,X-25,68580,1,NA,52.2,2,NA,NA,NA,53,8.7,EBS Northern Extension,2010,1.717670503,1.72427587,3.955082495,3.970291914,1.42E-05,NS,Immature
3746,1635,-8157,201101,162,156,K-25,68580,1,NA,52.2,2,NA,NA,NA,52,9.8,,2011,1.717670503,1.716003344,3.955082495,3.951243719,3.57E-05,NS,Immature
3748,NA,-10172,201301,162,132,Q-23,68580,1,NA,52.2,2,NA,NA,NA,52,8.3,,2013,1.717670503,1.716003344,3.955082495,3.951243719,3.57E-05,NS,Immature
3749,NA,-10222,201301,162,163,Q-26,68580,1,NA,52.2,2,NA,NA,NA,52,8.3,,2013,1.717670503,1.716003344,3.955082495,3.951243719,3.57E-05,NS,Immature
3765,3197,-3773,200701,89,171,S-23,68580,1,NA,52.3,2,NA,NA,NA,51.5,9,,2007,1.718501689,1.711807229,3.956996371,3.941581808,6.02E-05,NS,Immature
3772,5582,-6740,201001,89,127,M-23,68580,1,NA,52.3,2,NA,NA,NA,64,9.4,,2010,1.718501689,1.806179974,3.956996371,4.158883083,0.000300759,NS,Immature
3773,693,-7953,201101,89,116,Q-21,68580,1,NA,52.3,2,NA,NA,NA,56,8.9,,2011,1.718501689,1.748188027,3.956996371,4.025351691,3.68E-06,NS,Immature
3779,NA,-10203,201301,89,159,PO2524,68580,1,NA,52.3,2,NA,NA,NA,52,8.1,,2013,1.718501689,1.716003344,3.956996371,3.951243719,4.41E-05,NS,Immature
3782,NA,-10233,201301,162,174,R-29,68580,1,NA,52.3,2,NA,NA,NA,54,9.3,,2013,1.718501689,1.73239376,3.956996371,3.988984047,5.20E-06,NS,Immature
3790,NA,-14540,201501,162,162,PO2524,68580,1,NA,52.3,2,NA,NA,NA,50,8.2,,2015,1.718501689,1.698970004,3.956996371,3.912023005,0.000124765,NS,Immature
3792,NA,-19402,201901,94,165,Q-22,68580,1,NA,52.3,2,NA,NA,NA,62,9.6,,2019,1.718501689,1.792391689,3.956996371,4.127134385,0.000187018,NS,Immature
3794,NA,-16770,201701,162,92,K-21,68580,1,NA,52.3,2,NA,NA,NA,48,8.7,,2017,1.718501689,1.681241237,3.956996371,3.871201011,0.000252326,NS,Immature
3795,NA,-16981,201701,162,132,P-25,68580,1,NA,52.3,2,NA,NA,NA,52,9,,2017,1.718501689,1.716003344,3.956996371,3.951243719,4.41E-05,NS,Immature
3797,NA,-16996,201701,94,177,PO2423,68580,1,NA,52.3,2,NA,NA,NA,65,10.8,,2017,1.718501689,1.812913357,3.956996371,4.17438727,0.000366077,NS,Mature
3800,5326,-5400,200901,88,138,P-22,68580,1,NA,52.4,2,NA,NA,NA,62,9.5,,2009,1.719331287,1.792391689,3.958906591,4.127134385,0.000168082,NS,Immature
3801,2174,-6889,201001,162,200,Q-26,68580,1,NA,52.4,2,NA,NA,NA,56,9.4,,2010,1.719331287,1.748188027,3.958906591,4.025351691,1.54E-06,NS,Immature
3810,NA,-9227,201201,162,211,R-30,68580,1,NA,52.4,2,NA,NA,NA,58,NA,,2012,1.719331287,1.763427994,3.958906591,4.060443011,2.79E-05,NS,#VALUE!
3812,NA,-10255,201301,89,172,V-27,68580,1,NA,52.4,2,NA,NA,NA,52,7.8,,2013,1.719331287,1.716003344,3.958906591,3.951243719,5.33E-05,NS,Immature
3816,NA,-19459,201901,94,195,S-28,68580,1,NA,52.4,2,NA,NA,NA,54,8.3,,2019,1.719331287,1.73239376,3.958906591,3.988984047,8.71E-06,NS,Immature
3823,1221,-11360,200601,134,108,L-21,68580,1,NA,52.5,2,NA,NA,NA,68,10.6,,2006,1.720159303,1.832508913,3.96081317,4.219507705,0.000523181,NS,Mature
3828,3157,-6925,201001,162,236,R-27,68580,1,NA,52.5,2,NA,NA,NA,54,9,,2010,1.720159303,1.73239376,3.96081317,3.988984047,1.31E-05,NS,Immature
3830,2848,-6918,201001,162,229,S-23,68580,1,NA,52.5,2,NA,NA,NA,54,8.9,,2010,1.720159303,1.73239376,3.96081317,3.988984047,1.31E-05,NS,Immature
3831,771,-7969,201101,89,132,O-23,68580,1,NA,52.5,2,NA,NA,NA,56,9,,2011,1.720159303,1.748188027,3.96081317,4.025351691,3.17E-07,NS,Immature
3839,NA,-10248,201301,89,165,R-25,68580,1,NA,52.5,2,NA,NA,NA,54,7.7,,2013,1.720159303,1.73239376,3.96081317,3.988984047,1.31E-05,NS,Immature
3840,NA,-10248,201301,89,165,R-25,68580,1,NA,52.5,2,NA,NA,NA,54,8.4,,2013,1.720159303,1.73239376,3.96081317,3.988984047,1.31E-05,NS,Immature
3855,NA,-19469,201901,94,205,V-26,68580,1,NA,52.5,2,NA,NA,NA,50,8.4,,2019,1.720159303,1.698970004,3.96081317,3.912023005,0.000155224,NS,Immature
3858,NA,-16985,201701,162,136,Q-23,68580,1,NA,52.5,2,NA,NA,NA,52,8.5,,2017,1.720159303,1.716003344,3.96081317,3.951243719,6.32E-05,NS,Immature
3867,3261,-6930,201001,162,241,U-29,68580,1,NA,52.6,2,NA,NA,NA,52,9.3,,2010,1.720985744,1.716003344,3.96271612,3.951243719,7.40E-05,NS,Immature
3868,3525,-7169,201002,162,16,T-24,68580,1,NA,52.6,2,NA,NA,NA,52,8.2,EBS Northern Extension,2010,1.720985744,1.716003344,3.96271612,3.951243719,7.40E-05,NS,Immature
3869,772,-7970,201101,89,133,P-23,68580,1,NA,52.6,2,NA,NA,NA,60,9.1,,2011,1.720985744,1.77815125,3.96271612,4.094344562,6.08E-05,NS,Immature
3876,NA,-8711,201201,162,155,PO2423,68580,1,NA,52.6,2,NA,NA,NA,54,NA,,2012,1.720985744,1.73239376,3.96271612,3.988984047,1.83E-05,NS,#VALUE!
3880,NA,-9718,201202,162,92,CH30-N02,68580,1,NA,52.6,2,NA,NA,NA,52,8.2,,2012,1.720985744,1.716003344,3.96271612,3.951243719,7.40E-05,NS,Immature
3888,NA,-19444,201901,162,166,R-25,68580,1,NA,52.6,2,NA,NA,NA,55,7.9,,2019,1.720985744,1.740362689,3.96271612,4.007333185,4.72E-06,NS,Immature
3896,1167,-11352,200601,134,100,T-23,68580,1,NA,52.7,2,NA,NA,NA,51,NA,,2006,1.721810615,1.707570176,3.964615456,3.931825633,0.000131471,NS,#VALUE!
3897,1169,-11352,200601,134,100,T-23,68580,1,NA,52.7,2,NA,NA,NA,58,NA,,2006,1.721810615,1.763427994,3.964615456,4.060443011,1.05E-05,NS,#VALUE!
3901,3193,-3773,200701,89,171,S-23,68580,1,NA,52.7,2,NA,NA,NA,54.5,8.8,,2007,1.721810615,1.736396502,3.964615456,3.998200702,1.50E-05,NS,Immature
3910,5238,-6715,201001,89,102,JI1918,68580,1,NA,52.7,2,NA,NA,NA,46,7.5,,2010,1.721810615,1.662757832,3.964615456,3.828641396,0.000541135,NS,Immature
3911,795,-7972,201101,89,135,Q-22,68580,1,NA,52.7,2,NA,NA,NA,58,9.3,,2011,1.721810615,1.763427994,3.964615456,4.060443011,1.05E-05,NS,Immature
3920,NA,-10253,201301,89,170,V-25,68580,1,NA,52.7,2,NA,NA,NA,52,8.6,,2013,1.721810615,1.716003344,3.964615456,3.951243719,8.55E-05,NS,Immature
3921,NA,-10253,201301,89,170,V-25,68580,1,NA,52.7,2,NA,NA,NA,60,7,,2013,1.721810615,1.77815125,3.964615456,4.094344562,5.06E-05,NS,Immature
3925,NA,-9624,201202,162,37,CH30-I04,68580,1,NA,52.7,2,NA,NA,NA,52,8.8,,2012,1.721810615,1.716003344,3.964615456,3.951243719,8.55E-05,NS,Immature
3926,NA,-9639,201202,162,52,CH30-J04,68580,1,NA,52.7,2,NA,NA,NA,58,9.3,,2012,1.721810615,1.763427994,3.964615456,4.060443011,1.05E-05,NS,Immature
3928,NA,-16781,201701,162,103,P-20,68580,1,NA,52.7,2,NA,NA,NA,56,8.9,,2017,1.721810615,1.748188027,3.964615456,4.025351691,5.99E-07,NS,Immature
3930,1214,-11359,200601,134,107,M-21,68580,1,NA,52.8,2,NA,NA,NA,52,8.7,,2006,1.722633923,1.716003344,3.966511191,3.951243719,9.77E-05,NS,Immature
3935,2137,-6886,201001,162,197,QP2625,68580,1,NA,52.8,2,NA,NA,NA,52,8,,2010,1.722633923,1.716003344,3.966511191,3.951243719,9.77E-05,NS,Immature
3938,2735,-6913,201001,162,224,Q-27,68580,1,NA,52.8,2,NA,NA,NA,58,7.9,,2010,1.722633923,1.763427994,3.966511191,4.060443011,6.58E-06,NS,Immature
3942,1688,-8172,201101,162,171,R-24,68580,1,NA,52.8,2,NA,NA,NA,52,8,,2011,1.722633923,1.716003344,3.966511191,3.951243719,9.77E-05,NS,Immature
3946,NA,-10250,201301,89,167,S-25,68580,1,NA,52.8,2,NA,NA,NA,54,9.1,,2013,1.722633923,1.73239376,3.966511191,3.988984047,3.12E-05,NS,Immature
3947,NA,-10233,201301,162,174,R-29,68580,1,NA,52.8,2,NA,NA,NA,58,9.4,,2013,1.722633923,1.763427994,3.966511191,4.060443011,6.58E-06,NS,Immature
3950,NA,-9613,201202,162,26,CH30-E02,68580,1,NA,52.8,2,NA,NA,NA,54,9,,2012,1.722633923,1.73239376,3.966511191,3.988984047,3.12E-05,NS,Immature
3951,NA,-9624,201202,162,37,CH30-I04,68580,1,NA,52.8,2,NA,NA,NA,52,8.5,,2012,1.722633923,1.716003344,3.966511191,3.951243719,9.77E-05,NS,Immature
3952,NA,-9710,201202,162,84,CH30-N05,68580,1,NA,52.8,2,NA,NA,NA,52,8.9,,2012,1.722633923,1.716003344,3.966511191,3.951243719,9.77E-05,NS,Immature
3953,NA,-14577,201501,162,171,R-23,68580,1,NA,52.8,2,NA,NA,NA,58,9,,2015,1.722633923,1.763427994,3.966511191,4.060443011,6.58E-06,NS,Immature
3961,NA,-16993,201701,162,144,S-27,68580,1,NA,52.8,2,NA,NA,NA,58,8,,2017,1.722633923,1.763427994,3.966511191,4.060443011,6.58E-06,NS,Immature
3962,243,-11586,200601,88,98,T-22,68580,1,NA,52.9,2,NA,NA,NA,54,8.8,,2006,1.723455672,1.73239376,3.968403339,3.988984047,3.88E-05,NS,Immature
3964,3205,-3774,200701,89,172,S-24,68580,1,NA,52.9,2,NA,NA,NA,55,8.6,,2007,1.723455672,1.740362689,3.968403339,4.007333185,1.72E-05,NS,Immature
3972,2729,-6913,201001,162,224,Q-27,68580,1,NA,52.9,2,NA,NA,NA,58,8,,2010,1.723455672,1.763427994,3.968403339,4.060443011,3.61E-06,NS,Immature
3975,3526,-7169,201002,162,16,T-24,68580,1,NA,52.9,2,NA,NA,NA,55,8.6,EBS Northern Extension,2010,1.723455672,1.740362689,3.968403339,4.007333185,1.72E-05,NS,Immature
3978,NA,-10160,201301,89,134,K-21,68580,1,NA,52.9,2,NA,NA,NA,46,8.1,,2013,1.723455672,1.662757832,3.968403339,3.828641396,0.000598673,NS,Immature
3979,NA,-10223,201301,162,164,R-26,68580,1,NA,52.9,2,NA,NA,NA,56,8.9,,2013,1.723455672,1.748188027,3.968403339,4.025351691,4.38E-06,NS,Immature
